id,N,D,C,I,K,P,S,APAAC3,APAAC4,APAAC5,_SolventAccessibilityC3,_ChargeC2,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD2001,PAAC4,PAAC5,PAAC10,PAAC12,PAAC15,PAAC16,label
Negative_937,2.913,1.942,0.0,0.971,1.942,4.854,6.796,1.658,1.106,0.0,0.262,0.854,0.087,0.388,0.408,0.369,0.437,0.225,0.02,0.147,0.167,0.157,0.147,2.913,1.026,0.0,0.513,1.026,2.563,3.589,0
Positive_1004,5.738,6.011,1.571,4.577,5.943,5.123,10.041,4.155,4.353,1.138,0.298,0.777,0.114,0.311,0.387,0.348,0.372,0.217,0.031,0.168,0.208,0.196,0.17,0.273,3.126,0.817,2.38,3.09,2.664,5.221,1
Negative_1002,4.776,3.881,8.657,2.388,2.985,4.776,7.761,3.571,2.902,6.473,0.293,0.803,0.107,0.331,0.457,0.334,0.397,0.26,0.015,0.159,0.231,0.126,0.192,1.194,2.092,4.666,1.287,1.609,2.574,4.183,0
Positive_524,4.235,7.377,0.956,6.831,10.929,2.869,5.738,1.791,3.121,0.404,0.223,0.643,0.206,0.235,0.318,0.414,0.286,0.25,0.068,0.22,0.241,0.23,0.207,0.273,3.805,0.493,3.524,5.638,1.48,2.96,1
Negative_596,4.969,3.106,6.832,4.348,1.863,14.907,7.453,3.84,2.4,5.28,0.404,0.919,0.043,0.447,0.547,0.286,0.522,0.131,0.006,0.069,0.138,0.087,0.106,1.863,1.944,4.276,2.721,1.166,9.331,4.665,0
Negative_682,1.636,3.271,4.907,4.439,2.103,7.009,8.178,1.731,3.461,5.193,0.287,0.794,0.105,0.341,0.423,0.334,0.407,0.237,0.016,0.143,0.194,0.169,0.173,0.467,1.626,2.439,2.206,1.045,3.484,4.065,0
Negative_366,2.559,5.544,2.345,3.625,3.625,7.463,7.676,2.656,5.754,2.434,0.284,0.81,0.109,0.358,0.437,0.365,0.409,0.229,0.013,0.141,0.205,0.132,0.171,0.853,2.98,1.261,1.949,1.949,4.012,4.126,0
Positive_340,3.529,5.098,2.745,5.49,4.608,5.392,6.667,3.867,5.587,3.008,0.262,0.78,0.113,0.335,0.414,0.341,0.399,0.26,0.028,0.17,0.233,0.162,0.194,0.196,2.581,1.39,2.779,2.333,2.729,3.375,1
Positive_294,3.709,5.495,1.511,5.907,6.181,3.709,7.28,4.261,6.312,1.736,0.234,0.761,0.12,0.319,0.389,0.372,0.365,0.304,0.025,0.186,0.246,0.187,0.216,0.824,2.745,0.755,2.951,3.087,1.853,3.636,1
Positive_849,2.308,5.192,0.962,2.115,3.462,7.115,5.385,1.893,4.257,0.789,0.229,0.771,0.098,0.35,0.412,0.298,0.41,0.297,0.021,0.16,0.204,0.133,0.177,0.385,2.407,0.446,0.98,1.605,3.298,2.496,1
Negative_884,4.255,3.546,6.383,4.965,3.546,6.383,7.092,4.259,3.55,6.389,0.291,0.833,0.089,0.34,0.44,0.34,0.394,0.246,0.014,0.149,0.231,0.16,0.192,1.418,1.943,3.498,2.721,1.943,3.498,3.887,0
Positive_111,4.167,5.769,1.282,4.487,4.487,4.808,6.09,5.756,7.968,1.771,0.25,0.772,0.125,0.269,0.34,0.426,0.33,0.293,0.026,0.186,0.28,0.203,0.241,0.641,2.923,0.65,2.273,2.273,2.436,3.085,1
Positive_1014,2.513,3.95,1.257,5.925,2.513,4.847,7.72,1.342,2.109,0.671,0.273,0.842,0.077,0.314,0.366,0.372,0.363,0.203,0.016,0.124,0.183,0.201,0.167,1.077,2.066,0.657,3.099,1.314,2.535,4.037,1
Positive_434,3.982,3.097,0.885,5.31,5.752,7.08,5.31,4.738,3.685,1.053,0.265,0.788,0.102,0.31,0.35,0.385,0.363,0.262,0.044,0.151,0.258,0.196,0.213,1.327,1.568,0.448,2.689,2.913,3.586,2.689,1
Negative_1013,5.102,5.782,3.061,4.422,7.823,2.381,7.823,6.442,7.301,3.865,0.265,0.799,0.099,0.395,0.483,0.293,0.442,0.29,0.01,0.174,0.263,0.13,0.222,2.041,3.011,1.594,2.303,4.074,1.24,4.074,0
Negative_1282,1.527,3.817,1.527,4.58,0.763,9.16,6.107,1.257,3.142,1.257,0.252,0.786,0.107,0.351,0.405,0.382,0.397,0.315,0.015,0.2,0.231,0.146,0.208,1.527,1.88,0.752,2.256,0.376,4.511,3.008,0
Positive_186,3.642,4.266,1.977,5.723,5.515,5.411,7.7,2.362,2.767,1.282,0.264,0.779,0.106,0.322,0.384,0.363,0.376,0.227,0.029,0.156,0.225,0.193,0.181,0.208,2.172,1.007,2.914,2.808,2.756,3.921,1
Positive_119,3.602,5.085,2.754,8.051,5.085,3.39,8.475,2.199,3.104,1.681,0.271,0.824,0.083,0.297,0.375,0.371,0.354,0.21,0.013,0.136,0.206,0.159,0.17,0.847,2.732,1.48,4.326,2.732,1.821,4.554,1
Negative_987,1.111,3.333,5.556,4.444,4.444,8.889,6.667,1.103,3.308,5.515,0.367,0.833,0.044,0.311,0.4,0.233,0.422,0.18,0.011,0.067,0.236,0.146,0.157,2.222,1.683,2.806,2.245,2.245,4.49,3.367,0
Positive_994,4.972,2.21,2.762,4.972,9.392,4.972,7.735,1.795,0.798,0.997,0.221,0.691,0.144,0.271,0.32,0.431,0.304,0.272,0.067,0.133,0.222,0.228,0.2,1.657,1.173,1.466,2.639,4.986,2.639,4.106,1
Positive_984,5.776,5.628,2.073,6.146,6.294,3.591,6.257,4.768,4.645,1.711,0.24,0.757,0.129,0.254,0.331,0.414,0.313,0.266,0.036,0.186,0.257,0.221,0.212,0.111,2.9,1.068,3.167,3.244,1.851,3.225,1
Positive_302,3.162,5.299,1.88,5.385,4.359,5.47,8.632,2.937,4.922,1.746,0.265,0.797,0.116,0.334,0.406,0.374,0.388,0.27,0.019,0.184,0.234,0.16,0.198,0.427,2.771,0.983,2.816,2.279,2.86,4.513,1
Positive_1036,4.141,4.375,0.547,8.125,6.641,2.266,6.875,2.588,2.734,0.342,0.212,0.782,0.102,0.314,0.363,0.391,0.356,0.274,0.028,0.15,0.206,0.165,0.185,0.234,2.24,0.28,4.16,3.4,1.16,3.52,1
Negative_365,0.0,3.261,3.261,2.174,1.087,3.261,4.348,0.0,1.495,1.495,0.196,0.837,0.087,0.37,0.435,0.37,0.413,0.275,0.011,0.143,0.198,0.11,0.176,4.348,1.694,1.694,1.129,0.565,1.694,2.258,0
Positive_563,5.141,6.468,0.332,6.633,4.809,4.975,3.648,5.684,7.151,0.367,0.217,0.799,0.114,0.33,0.398,0.391,0.391,0.311,0.023,0.179,0.246,0.188,0.204,0.332,3.357,0.172,3.442,2.496,2.582,1.893,1
Positive_50,4.519,5.697,4.126,5.305,5.697,4.519,7.073,3.683,4.643,3.363,0.253,0.784,0.108,0.287,0.385,0.377,0.338,0.26,0.018,0.171,0.25,0.161,0.203,0.393,2.95,2.137,2.747,2.95,2.34,3.663,1
Negative_527,6.289,8.176,5.031,7.547,5.66,5.031,5.031,5.436,7.067,4.348,0.252,0.723,0.157,0.258,0.39,0.396,0.314,0.241,0.025,0.209,0.253,0.19,0.215,1.887,4.186,2.576,3.864,2.898,2.576,2.576,0
Positive_74,6.367,2.996,4.12,4.494,0.0,5.618,5.618,5.249,2.47,3.397,0.195,0.861,0.049,0.352,0.423,0.39,0.386,0.274,0.008,0.083,0.188,0.124,0.173,1.124,1.546,2.126,2.319,0.0,2.899,2.899,1
Negative_79,3.448,4.075,1.567,1.567,1.567,8.15,6.27,4.1,4.845,1.863,0.298,0.821,0.103,0.37,0.426,0.342,0.436,0.236,0.019,0.17,0.226,0.167,0.176,0.627,2.125,0.817,0.817,0.817,4.25,3.27,0
Negative_181,1.587,1.587,0.794,3.968,3.968,14.286,11.905,1.518,1.518,0.759,0.413,0.825,0.071,0.54,0.563,0.23,0.579,0.176,0.032,0.096,0.136,0.12,0.12,3.968,0.872,0.436,2.181,2.181,7.851,6.542,0
Positive_1147,3.792,6.882,1.404,3.09,3.371,5.618,8.848,2.693,4.888,0.997,0.267,0.744,0.153,0.322,0.404,0.382,0.369,0.26,0.031,0.225,0.229,0.155,0.194,0.281,3.561,0.726,1.599,1.744,2.907,4.578,1
Positive_422,3.47,4.416,1.262,4.101,4.732,4.101,4.732,3.618,4.605,1.316,0.205,0.735,0.155,0.268,0.325,0.413,0.315,0.335,0.041,0.206,0.278,0.187,0.244,0.946,2.167,0.619,2.012,2.322,2.012,2.322,1
Negative_560,4.348,0.725,1.449,0.725,2.899,10.87,11.594,3.248,0.542,1.083,0.297,0.826,0.065,0.457,0.478,0.333,0.486,0.197,0.044,0.088,0.131,0.139,0.109,1.449,0.382,0.764,0.382,1.528,5.731,6.113,0
Negative_738,4.762,0.0,3.175,0.0,1.587,11.111,11.111,5.599,0.0,3.733,0.365,0.889,0.063,0.349,0.381,0.397,0.413,0.129,0.0,0.097,0.21,0.226,0.161,3.175,0.0,1.881,0.0,0.94,6.583,6.583,0
Positive_914,2.773,4.568,1.631,5.383,2.61,8.646,5.71,1.656,2.728,0.974,0.241,0.78,0.117,0.364,0.426,0.357,0.4,0.245,0.026,0.154,0.175,0.152,0.157,0.326,2.344,0.837,2.763,1.34,4.437,2.931,1
Positive_263,3.105,4.916,1.552,5.045,5.692,4.398,7.374,2.938,4.651,1.468,0.282,0.776,0.105,0.305,0.37,0.334,0.378,0.267,0.022,0.162,0.24,0.197,0.197,0.388,2.426,0.766,2.49,2.809,2.171,3.64,1
Positive_134,3.621,4.178,1.671,7.242,5.292,6.128,5.014,3.782,4.363,1.745,0.228,0.786,0.111,0.337,0.396,0.365,0.379,0.271,0.031,0.159,0.24,0.154,0.212,1.114,2.104,0.841,3.647,2.665,3.086,2.525,1
Negative_1038,2.84,3.58,3.827,2.469,4.938,9.012,11.235,2.068,2.607,2.787,0.326,0.796,0.107,0.407,0.481,0.306,0.474,0.229,0.021,0.167,0.204,0.126,0.157,0.617,1.982,2.118,1.367,2.733,4.989,6.219,0
Negative_646,2.941,1.471,10.294,2.941,13.235,4.412,8.824,1.529,0.765,5.352,0.206,0.691,0.132,0.25,0.368,0.382,0.279,0.313,0.045,0.134,0.239,0.149,0.224,2.941,0.783,5.483,1.566,7.049,2.35,4.7,0
Positive_545,3.237,5.036,1.619,4.496,6.835,6.835,7.914,3.135,4.877,1.568,0.281,0.754,0.124,0.315,0.381,0.351,0.383,0.252,0.029,0.177,0.232,0.198,0.189,1.259,2.552,0.82,2.278,3.463,3.463,4.01,1
Positive_287,2.696,4.902,0.98,2.696,3.676,7.108,6.127,3.821,6.948,1.389,0.282,0.777,0.125,0.343,0.402,0.336,0.404,0.248,0.025,0.177,0.236,0.192,0.201,1.471,2.431,0.486,1.337,1.823,3.525,3.038,1
Positive_13,1.244,0.995,2.736,1.99,0.249,6.965,9.95,0.671,0.537,1.476,0.246,0.881,0.022,0.465,0.502,0.301,0.493,0.157,0.002,0.042,0.115,0.117,0.095,0.746,0.515,1.415,1.029,0.129,3.603,5.147,1
Positive_555,3.708,6.799,1.236,3.956,4.574,7.293,9.765,2.71,4.968,0.903,0.318,0.749,0.148,0.333,0.413,0.357,0.393,0.233,0.033,0.209,0.229,0.168,0.187,0.247,3.621,0.658,2.107,2.436,3.884,5.201,1
Positive_1203,7.626,4.766,2.574,5.434,7.15,4.385,8.77,9.166,5.728,3.094,0.255,0.797,0.096,0.242,0.316,0.43,0.301,0.323,0.019,0.16,0.32,0.222,0.28,0.191,2.519,1.36,2.872,3.778,2.317,4.634,1
Negative_1286,0.0,3.738,2.804,1.869,4.673,11.215,2.804,0.0,2.469,1.852,0.252,0.71,0.15,0.308,0.374,0.355,0.364,0.321,0.019,0.208,0.264,0.179,0.236,5.607,1.766,1.325,0.883,2.207,5.298,1.325,0
Negative_821,4.444,1.111,2.222,2.778,3.333,5.556,7.778,5.957,1.489,2.979,0.244,0.75,0.106,0.317,0.35,0.372,0.361,0.263,0.028,0.179,0.229,0.229,0.201,1.667,0.521,1.042,1.303,1.563,2.605,3.647,0
Negative_1046,3.125,7.187,9.062,1.562,8.438,2.188,7.812,1.172,2.694,3.397,0.237,0.684,0.172,0.287,0.45,0.272,0.356,0.273,0.031,0.201,0.201,0.147,0.172,0.625,3.769,4.752,0.819,4.425,1.147,4.096,0
Negative_597,4.213,7.303,1.685,3.933,4.775,5.337,6.461,3.635,6.301,1.454,0.27,0.772,0.118,0.32,0.41,0.315,0.382,0.225,0.037,0.166,0.206,0.223,0.172,1.124,3.605,0.832,1.942,2.357,2.635,3.19,0
Positive_255,4.66,7.184,1.553,5.825,4.078,6.796,10.874,3.339,5.148,1.113,0.317,0.771,0.161,0.32,0.408,0.388,0.373,0.235,0.006,0.239,0.224,0.173,0.196,0.388,3.932,0.85,3.188,2.232,3.72,5.952,1
Negative_5,3.738,4.206,0.935,3.738,8.411,4.673,7.944,3.301,3.714,0.826,0.257,0.762,0.084,0.36,0.411,0.346,0.388,0.315,0.009,0.113,0.239,0.169,0.225,0.935,2.121,0.472,1.885,4.242,2.357,4.007,0
Negative_37,4.925,2.355,2.57,4.283,6.638,4.711,7.923,3.578,1.711,1.867,0.289,0.779,0.088,0.33,0.379,0.355,0.39,0.258,0.026,0.142,0.236,0.197,0.206,0.428,1.231,1.343,2.238,3.468,2.462,4.14,0
Positive_907,3.039,4.989,1.606,3.154,4.415,5.677,8.314,2.712,4.452,1.433,0.26,0.784,0.11,0.342,0.408,0.367,0.394,0.271,0.022,0.169,0.236,0.178,0.2,0.172,2.557,0.823,1.617,2.263,2.91,4.262,1
Negative_1165,2.591,4.878,0.762,0.457,2.744,11.585,8.841,1.846,3.476,0.543,0.375,0.832,0.072,0.53,0.587,0.188,0.601,0.218,0.023,0.105,0.098,0.067,0.084,1.677,2.56,0.4,0.24,1.44,6.081,4.64,0
Negative_617,0.962,2.404,1.923,2.404,4.808,10.096,6.731,0.433,1.081,0.865,0.269,0.736,0.077,0.394,0.438,0.288,0.423,0.29,0.034,0.111,0.193,0.15,0.164,1.442,1.167,0.934,1.167,2.335,4.902,3.268,0
Positive_473,6.479,4.789,0.845,5.352,5.634,5.634,6.761,7.304,5.399,0.953,0.276,0.806,0.121,0.296,0.352,0.42,0.377,0.277,0.008,0.189,0.257,0.172,0.218,1.127,2.569,0.453,2.871,3.022,3.022,3.627,1
Positive_874,4.255,6.02,0.986,4.67,3.944,5.501,8.355,4.157,5.882,0.963,0.281,0.793,0.113,0.335,0.405,0.327,0.41,0.252,0.021,0.18,0.227,0.182,0.179,0.104,2.997,0.491,2.325,1.964,2.739,4.16,1
Negative_1186,4.63,3.889,5.185,2.778,2.778,10.556,6.111,4.471,3.756,5.007,0.294,0.787,0.115,0.346,0.437,0.343,0.413,0.26,0.033,0.165,0.212,0.154,0.174,1.667,2.038,2.717,1.456,1.456,5.532,3.202,0
Negative_1280,3.166,2.111,1.847,6.596,5.277,5.277,7.916,1.944,1.296,1.134,0.256,0.831,0.058,0.367,0.406,0.306,0.414,0.22,0.008,0.098,0.175,0.172,0.148,2.111,1.054,0.923,3.295,2.636,2.636,3.954,0
Positive_632,4.573,4.878,1.677,5.183,5.183,6.402,6.86,4.142,4.418,1.519,0.25,0.745,0.145,0.306,0.372,0.375,0.36,0.276,0.035,0.203,0.247,0.189,0.209,0.305,2.409,0.828,2.56,2.56,3.162,3.388,1
Negative_1227,2.836,2.647,2.647,5.671,3.781,3.592,10.397,1.521,1.42,1.42,0.272,0.83,0.079,0.342,0.395,0.367,0.391,0.184,0.015,0.102,0.142,0.172,0.114,0.567,1.394,1.394,2.986,1.991,1.891,5.474,0
Negative_491,0.0,2.381,10.714,3.571,2.381,4.762,8.333,0.0,1.563,7.035,0.25,0.845,0.036,0.333,0.464,0.274,0.357,0.145,0.024,0.048,0.108,0.06,0.084,3.571,1.227,5.523,1.841,1.227,2.455,4.296,0
Negative_898,7.767,3.883,0.971,3.883,7.767,8.738,8.738,3.085,1.542,0.386,0.311,0.641,0.184,0.32,0.369,0.388,0.34,0.225,0.02,0.275,0.196,0.147,0.176,2.913,2.028,0.507,2.028,4.056,4.563,4.563,0
Positive_1071,3.422,4.753,1.711,3.612,9.506,7.034,5.513,2.887,4.009,1.443,0.238,0.726,0.143,0.285,0.35,0.394,0.333,0.295,0.04,0.208,0.24,0.185,0.206,0.57,2.421,0.872,1.84,4.843,3.583,2.809,1
Negative_152,1.976,1.976,2.767,1.186,3.953,9.881,8.3,1.792,1.792,2.51,0.261,0.794,0.079,0.443,0.49,0.277,0.462,0.246,0.016,0.127,0.139,0.099,0.135,1.186,0.965,1.351,0.579,1.93,4.824,4.052,0
Positive_496,5.155,4.467,1.976,7.131,5.756,3.093,6.701,3.836,3.324,1.47,0.238,0.795,0.106,0.287,0.351,0.406,0.342,0.267,0.021,0.167,0.248,0.203,0.204,0.172,2.316,1.024,3.697,2.984,1.603,3.474,1
Negative_566,0.0,1.923,23.077,0.0,0.0,1.923,3.846,0.0,2.378,28.543,0.269,0.846,0.038,0.346,0.596,0.038,0.519,0.157,0.0,0.078,0.176,0.039,0.078,3.846,0.877,10.52,0.0,0.0,0.877,1.753,0
Negative_153,2.21,2.762,4.42,6.077,4.42,2.21,9.945,2.097,2.62,4.194,0.249,0.823,0.088,0.331,0.403,0.398,0.37,0.244,0.028,0.139,0.2,0.194,0.167,1.105,1.46,2.336,3.212,2.336,1.168,5.256,0
Negative_587,1.366,3.825,2.459,1.639,2.459,7.65,6.831,1.357,3.798,2.442,0.238,0.781,0.104,0.336,0.399,0.374,0.372,0.285,0.019,0.178,0.241,0.178,0.216,0.546,1.868,1.201,0.8,1.201,3.735,3.335,0
Positive_72,2.376,2.178,2.97,4.752,1.98,5.743,8.119,1.257,1.152,1.571,0.259,0.889,0.05,0.372,0.424,0.347,0.414,0.155,0.012,0.083,0.117,0.149,0.099,0.396,1.178,1.606,2.57,1.071,3.106,4.391,1
Negative_430,3.213,3.815,4.217,4.418,1.606,4.418,7.631,3.964,4.707,5.203,0.281,0.815,0.09,0.313,0.394,0.327,0.396,0.262,0.012,0.145,0.233,0.167,0.175,0.602,1.882,2.08,2.179,0.792,2.179,3.764,0
Positive_363,3.2,2.8,2.4,6.4,5.8,5.6,7.6,1.298,1.136,0.974,0.252,0.848,0.066,0.364,0.416,0.34,0.414,0.146,0.024,0.092,0.122,0.138,0.094,0.4,1.541,1.32,3.521,3.191,3.081,4.182,1
Positive_875,4.95,6.931,3.96,0.99,11.881,3.96,6.931,2.985,4.179,2.388,0.218,0.673,0.168,0.228,0.337,0.337,0.257,0.29,0.07,0.25,0.25,0.22,0.22,2.97,3.536,2.02,0.505,6.062,2.02,3.536,1
Negative_1211,3.226,1.075,9.677,5.376,7.527,9.677,7.527,2.087,0.695,6.259,0.269,0.817,0.075,0.28,0.387,0.387,0.312,0.207,0.011,0.12,0.217,0.207,0.196,3.226,0.61,5.494,3.052,4.273,5.494,4.273,0
Positive_1218,3.554,6.624,0.969,5.008,5.977,7.108,10.016,2.972,5.538,0.81,0.318,0.745,0.126,0.338,0.414,0.326,0.402,0.259,0.028,0.202,0.244,0.168,0.194,0.646,3.355,0.491,2.536,3.027,3.6,5.072,1
Negative_348,0.0,5.189,0.943,1.887,1.887,12.736,10.849,0.0,4.146,0.753,0.363,0.778,0.09,0.434,0.495,0.269,0.476,0.209,0.024,0.137,0.137,0.118,0.118,2.358,2.578,0.469,0.938,0.938,6.328,5.39,0
Negative_591,3.053,3.817,3.053,9.924,2.29,3.817,5.344,1.032,1.29,1.032,0.206,0.901,0.053,0.328,0.397,0.359,0.366,0.131,0.008,0.069,0.1,0.185,0.077,3.053,2.146,1.716,5.578,1.287,2.146,3.004,0
Positive_1217,1.575,2.205,2.52,4.724,1.732,5.197,9.291,0.726,1.016,1.162,0.301,0.904,0.043,0.378,0.425,0.351,0.433,0.136,0.009,0.073,0.123,0.156,0.096,0.472,1.249,1.427,2.675,0.981,2.943,5.262,1
Positive_515,5.319,8.511,1.064,1.064,9.574,0.0,5.319,2.752,4.403,0.55,0.17,0.691,0.213,0.234,0.33,0.436,0.277,0.366,0.075,0.333,0.323,0.183,0.28,4.255,4.52,0.565,0.565,5.085,0.0,2.825,1
Positive_789,3.155,5.678,1.262,5.678,5.047,5.363,9.464,3.177,5.718,1.271,0.306,0.792,0.104,0.347,0.416,0.306,0.432,0.259,0.016,0.171,0.228,0.177,0.184,3.785,2.908,0.646,2.908,2.585,2.747,4.847,1
Negative_188,1.905,3.175,1.905,2.222,2.857,13.651,7.937,2.059,3.432,2.059,0.359,0.822,0.079,0.371,0.422,0.327,0.451,0.229,0.016,0.124,0.22,0.172,0.175,0.952,1.641,0.985,1.148,1.477,7.055,4.102,0
Negative_99,5.913,5.391,2.783,5.217,6.783,5.913,8.87,5.178,4.721,2.437,0.277,0.805,0.092,0.294,0.376,0.372,0.36,0.254,0.03,0.148,0.254,0.19,0.207,0.348,2.853,1.473,2.761,3.59,3.13,4.695,0
Negative_330,1.429,0.0,7.143,10.0,8.571,2.857,1.429,0.783,0.0,3.916,0.157,0.771,0.071,0.271,0.343,0.343,0.314,0.304,0.0,0.145,0.246,0.203,0.217,2.857,0.0,3.571,5.0,4.285,1.428,0.714,0
Negative_1066,1.818,3.636,4.545,0.0,5.455,6.364,12.727,1.117,2.234,2.793,0.355,0.764,0.073,0.336,0.418,0.2,0.455,0.202,0.037,0.11,0.193,0.165,0.119,1.818,1.726,2.157,0.0,2.589,3.02,6.04,0
Positive_257,3.824,4.118,2.353,7.353,6.176,5.882,7.059,3.652,3.933,2.247,0.247,0.809,0.1,0.35,0.415,0.406,0.394,0.274,0.021,0.145,0.215,0.159,0.192,0.588,2.228,1.273,3.979,3.342,3.183,3.82,1
Positive_93,2.568,5.136,2.87,4.683,5.589,6.042,8.61,2.755,5.511,3.079,0.272,0.781,0.106,0.326,0.406,0.334,0.375,0.253,0.026,0.153,0.234,0.186,0.197,0.453,2.598,1.452,2.369,2.827,3.057,4.356,1
Negative_205,1.818,0.909,7.273,3.636,1.818,7.273,5.455,3.333,1.666,13.333,0.236,0.791,0.109,0.327,0.409,0.373,0.382,0.349,0.018,0.183,0.284,0.156,0.239,1.818,0.454,3.629,1.814,0.907,3.629,2.722,0
Negative_515,10.112,0.0,2.247,4.494,6.742,3.371,7.865,6.384,0.0,1.419,0.247,0.843,0.045,0.303,0.326,0.461,0.36,0.261,0.023,0.068,0.25,0.227,0.216,3.371,0.0,1.255,2.51,3.766,1.883,4.393,0
Positive_1039,3.704,8.889,2.222,5.185,8.889,1.481,1.481,3.723,8.934,2.233,0.163,0.674,0.185,0.178,0.289,0.415,0.215,0.433,0.052,0.246,0.388,0.246,0.351,1.481,4.177,1.044,2.436,4.177,0.696,0.696,1
Positive_303,3.886,4.922,2.591,4.663,5.699,5.699,6.736,4.739,6.002,3.16,0.264,0.782,0.124,0.326,0.402,0.368,0.376,0.268,0.031,0.182,0.247,0.192,0.213,1.036,2.516,1.325,2.384,2.914,2.914,3.444,1
Negative_19,0.0,1.613,4.839,4.839,1.613,6.452,14.516,0.0,1.05,3.151,0.323,0.935,0.032,0.419,0.484,0.355,0.452,0.082,0.0,0.066,0.066,0.115,0.033,4.839,0.938,2.814,2.814,0.938,3.752,8.442,0
Positive_1042,2.308,3.077,0.0,5.385,7.692,2.308,5.385,1.072,1.429,0.0,0.192,0.677,0.1,0.292,0.323,0.346,0.338,0.31,0.031,0.155,0.233,0.233,0.202,2.308,1.376,0.0,2.408,3.44,1.032,2.408,1
Negative_902,0.0,0.0,18.056,0.0,11.111,36.111,6.944,0.0,0.0,14.445,0.472,0.861,0.028,0.458,0.639,0.222,0.472,0.155,0.0,0.056,0.169,0.042,0.155,5.556,0.0,13.105,0.0,8.065,26.21,5.04,0
Positive_600,3.879,5.172,2.155,7.759,4.741,2.586,5.172,3.818,5.091,2.121,0.181,0.81,0.116,0.349,0.422,0.405,0.397,0.294,0.013,0.177,0.238,0.16,0.203,1.293,2.777,1.157,4.166,2.545,1.388,2.777,1
Negative_535,0.0,0.0,5.882,0.0,0.0,15.686,13.725,0.0,0.0,4.157,0.51,1.0,0.0,0.451,0.51,0.294,0.569,0.04,0.0,0.0,0.1,0.06,0.02,7.843,0.0,4.278,0.0,0.0,11.409,9.983,0
Negative_229,9.333,3.333,4.667,0.667,5.333,7.333,7.333,9.222,3.293,4.612,0.36,0.813,0.08,0.3,0.38,0.287,0.4,0.201,0.02,0.141,0.255,0.174,0.188,3.333,1.733,2.426,0.347,2.773,3.813,3.813,0
Positive_1108,2.994,4.99,1.597,4.99,6.387,5.19,8.782,2.181,3.634,1.163,0.291,0.78,0.106,0.317,0.383,0.349,0.361,0.26,0.02,0.16,0.234,0.176,0.206,0.798,2.6,0.832,2.6,3.328,2.704,4.575,1
Negative_472,1.152,2.074,2.765,1.382,1.152,12.212,5.53,0.787,1.417,1.889,0.244,0.843,0.055,0.435,0.484,0.304,0.477,0.219,0.007,0.081,0.157,0.118,0.136,0.461,1.043,1.391,0.695,0.58,6.144,2.782,0
Positive_118,3.745,7.491,0.936,5.431,8.24,4.12,5.431,2.813,5.626,0.703,0.236,0.717,0.152,0.283,0.367,0.361,0.346,0.285,0.036,0.225,0.255,0.191,0.205,0.375,3.699,0.462,2.682,4.069,2.035,2.682,1
Positive_1192,6.708,5.342,0.994,4.969,5.839,4.596,6.708,6.269,4.993,0.929,0.256,0.78,0.123,0.278,0.342,0.39,0.339,0.276,0.019,0.193,0.256,0.213,0.214,0.87,2.724,0.507,2.534,2.978,2.344,3.421,1
Negative_211,6.024,7.229,1.205,2.41,1.205,4.819,7.229,4.469,5.363,0.894,0.217,0.735,0.217,0.325,0.41,0.434,0.373,0.378,0.012,0.354,0.256,0.159,0.207,4.819,3.907,0.651,1.302,0.651,2.604,3.907,0
Negative_261,0.575,3.065,2.107,2.682,2.107,6.13,7.088,0.463,2.469,1.697,0.241,0.795,0.092,0.375,0.427,0.335,0.429,0.244,0.029,0.14,0.2,0.148,0.159,0.575,1.499,1.03,1.312,1.03,2.998,3.466,0
Positive_57,1.617,2.695,2.965,3.235,1.078,7.008,9.434,0.861,1.435,1.578,0.28,0.854,0.057,0.402,0.458,0.315,0.445,0.165,0.019,0.089,0.114,0.127,0.089,0.539,1.398,1.538,1.678,0.559,3.635,4.893,1
Negative_1086,5.031,1.258,6.918,1.887,2.516,7.547,7.547,4.691,1.173,6.45,0.201,0.805,0.063,0.371,0.453,0.308,0.377,0.304,0.019,0.108,0.203,0.158,0.19,1.258,0.598,3.29,0.897,1.196,3.589,3.589,0
Positive_599,3.817,5.344,1.527,6.107,4.58,2.672,7.634,5.123,7.173,2.05,0.221,0.798,0.111,0.37,0.439,0.336,0.416,0.318,0.019,0.18,0.234,0.134,0.195,1.527,2.715,0.776,3.102,2.327,1.357,3.878,1
Positive_401,4.403,5.66,1.048,5.87,3.774,5.031,6.709,5.267,6.77,1.254,0.249,0.828,0.08,0.365,0.432,0.352,0.411,0.263,0.008,0.143,0.229,0.166,0.2,1.468,2.929,0.542,3.038,1.953,2.604,3.472,1
Negative_771,4.566,1.37,4.11,8.219,4.11,4.566,9.132,1.868,0.561,1.682,0.269,0.89,0.041,0.297,0.352,0.406,0.347,0.142,0.009,0.073,0.161,0.229,0.138,1.826,0.766,2.297,4.594,2.297,2.552,5.104,0
Negative_971,3.02,3.552,1.599,2.487,1.421,7.815,10.302,3.275,3.852,1.734,0.311,0.851,0.083,0.4,0.451,0.345,0.465,0.208,0.002,0.137,0.173,0.155,0.13,0.533,1.869,0.842,1.309,0.748,4.113,5.422,0
