id,N,D,C,I,K,P,S,APAAC3,APAAC4,APAAC5,_SolventAccessibilityC3,_ChargeC2,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD2001,PAAC4,PAAC5,PAAC10,PAAC12,PAAC15,PAAC16,label
Positive_7,0.943,4.717,3.774,8.491,10.377,6.604,0.943,0.593,2.965,2.372,0.226,0.66,0.142,0.255,0.34,0.302,0.33,0.333,0.076,0.19,0.314,0.219,0.257,1.887,2.146,1.717,3.863,4.721,3.005,0.429,1
Positive_45,4.587,6.881,1.376,6.422,7.798,3.67,8.257,4.307,6.461,1.292,0.266,0.743,0.147,0.289,0.372,0.362,0.376,0.263,0.014,0.217,0.258,0.152,0.18,1.835,3.54,0.708,3.304,4.012,1.888,4.248,1
Negative_200,2.857,4.286,1.429,2.143,3.571,10.0,11.429,4.001,6.003,2.001,0.3,0.793,0.129,0.336,0.393,0.364,0.371,0.245,0.043,0.194,0.23,0.194,0.194,1.429,2.214,0.738,1.107,1.845,5.167,5.905,0
Negative_124,6.135,6.135,3.681,7.055,2.454,4.294,8.589,8.056,8.056,4.834,0.285,0.828,0.101,0.353,0.451,0.344,0.417,0.249,0.006,0.178,0.228,0.145,0.188,0.613,3.188,1.913,3.666,1.275,2.231,4.463,0
Negative_136,1.149,1.916,0.0,0.383,3.065,9.962,6.897,0.731,1.22,0.0,0.238,0.736,0.138,0.433,0.452,0.383,0.452,0.292,0.031,0.2,0.158,0.142,0.146,1.149,0.97,0.0,0.194,1.552,5.045,3.493,0
Positive_26,4.598,3.831,1.533,5.364,4.215,4.981,4.598,5.172,4.309,1.724,0.188,0.835,0.08,0.398,0.452,0.387,0.418,0.319,0.019,0.135,0.212,0.135,0.2,1.916,2.058,0.824,2.882,2.264,2.676,2.47,1
Positive_70,3.927,6.021,3.141,4.974,6.937,5.366,7.33,3.425,5.252,2.74,0.266,0.758,0.123,0.313,0.404,0.349,0.38,0.256,0.03,0.177,0.227,0.173,0.178,0.524,3.047,1.59,2.517,3.511,2.716,3.71,1
Negative_27,0.581,2.326,3.488,0.581,3.488,19.186,8.721,0.459,1.836,2.753,0.401,0.779,0.076,0.477,0.535,0.203,0.552,0.246,0.006,0.123,0.14,0.105,0.117,1.163,1.188,1.782,0.297,1.782,9.801,4.455,0
Negative_176,0.893,5.357,12.5,3.571,0.893,6.25,6.25,0.833,4.995,11.655,0.312,0.848,0.089,0.348,0.527,0.259,0.42,0.18,0.036,0.117,0.234,0.126,0.18,3.571,2.961,6.908,1.974,0.494,3.454,3.454,0
Negative_228,5.767,5.181,2.639,3.617,8.7,6.647,13.392,3.187,2.863,1.458,0.292,0.717,0.134,0.359,0.437,0.344,0.382,0.242,0.038,0.195,0.188,0.136,0.171,0.391,2.75,1.401,1.92,4.617,3.528,7.107,0
Negative_6,2.268,5.442,0.907,4.989,6.122,5.669,6.122,2.742,6.58,1.097,0.254,0.78,0.107,0.32,0.383,0.351,0.379,0.273,0.027,0.177,0.239,0.195,0.202,0.68,2.702,0.45,2.477,3.04,2.815,3.04,0
Negative_74,6.648,3.324,0.831,1.939,1.939,16.066,9.972,6.147,3.074,0.768,0.41,0.875,0.066,0.496,0.537,0.244,0.548,0.136,0.017,0.111,0.122,0.142,0.092,2.216,1.876,0.469,1.094,1.094,9.067,5.628,0
Positive_23,1.351,5.743,2.365,1.351,1.014,5.743,4.73,1.671,7.103,2.925,0.196,0.76,0.125,0.392,0.473,0.318,0.429,0.312,0.031,0.197,0.18,0.156,0.163,1.351,2.719,1.12,0.64,0.48,2.719,2.239,1
Negative_26,2.308,2.308,2.308,3.077,4.615,1.538,11.538,0.933,0.933,0.933,0.231,0.877,0.069,0.477,0.523,0.308,0.508,0.109,0.0,0.07,0.07,0.07,0.062,2.308,1.394,1.394,1.859,2.788,0.929,6.969,0
Positive_120,7.277,3.521,2.465,7.394,5.282,3.521,5.399,6.125,2.964,2.075,0.227,0.791,0.092,0.279,0.339,0.411,0.319,0.282,0.033,0.136,0.262,0.207,0.23,0.352,1.763,1.235,3.703,2.645,1.763,2.704,1
Negative_164,2.125,5.179,1.992,3.586,3.984,8.101,7.039,2.302,5.611,2.158,0.224,0.77,0.112,0.377,0.449,0.367,0.396,0.258,0.028,0.18,0.198,0.158,0.182,0.398,2.6,1.0,1.8,2.0,4.067,3.534,0
Positive_125,6.122,5.102,2.857,6.531,6.735,5.918,5.714,5.151,4.293,2.404,0.251,0.773,0.104,0.269,0.349,0.382,0.316,0.256,0.031,0.149,0.249,0.2,0.219,0.408,2.625,1.47,3.361,3.466,3.045,2.94,1
Negative_100,2.381,4.762,1.905,1.905,5.238,6.19,8.571,2.254,4.507,1.803,0.29,0.743,0.124,0.367,0.433,0.314,0.443,0.23,0.053,0.177,0.201,0.124,0.144,1.429,2.327,0.931,0.931,2.559,3.024,4.187,0
Negative_102,3.797,4.304,3.038,4.304,8.861,8.608,9.114,3.218,3.647,2.575,0.276,0.752,0.114,0.367,0.441,0.344,0.403,0.244,0.036,0.173,0.16,0.129,0.142,0.759,2.251,1.589,2.251,4.634,4.502,4.766,0
Negative_99,3.053,1.908,3.817,7.634,5.725,5.344,10.687,1.743,1.089,2.179,0.328,0.84,0.065,0.271,0.328,0.397,0.34,0.195,0.011,0.096,0.241,0.241,0.211,1.145,1.066,2.132,4.265,3.198,2.985,5.97,0
Positive_214,5.516,5.516,1.679,4.556,10.072,4.077,5.755,5.918,5.918,1.802,0.194,0.753,0.12,0.333,0.405,0.365,0.355,0.337,0.034,0.173,0.24,0.171,0.224,0.719,2.824,0.86,2.332,5.156,2.087,2.946,1
Positive_124,2.991,4.274,2.564,1.923,3.205,9.615,10.897,2.735,3.909,2.345,0.325,0.81,0.09,0.402,0.47,0.31,0.444,0.206,0.015,0.139,0.169,0.105,0.133,0.427,2.232,1.339,1.004,1.674,5.022,5.691,1
Negative_229,1.639,6.11,1.639,2.235,7.004,9.836,9.687,0.991,3.693,0.991,0.283,0.718,0.143,0.477,0.554,0.249,0.505,0.23,0.028,0.207,0.118,0.094,0.104,0.298,3.16,0.848,1.156,3.623,5.088,5.011,0
Positive_143,3.846,6.154,0.0,3.846,8.462,3.077,7.692,4.109,6.575,0.0,0.262,0.777,0.108,0.3,0.362,0.377,0.346,0.279,0.023,0.178,0.302,0.217,0.256,1.538,3.204,0.0,2.002,4.405,1.602,4.004,1
Negative_158,0.0,0.0,1.266,3.797,1.266,39.241,2.532,0.0,0.0,0.852,0.494,0.937,0.013,0.646,0.658,0.165,0.684,0.064,0.0,0.026,0.026,0.077,0.026,5.063,0.0,0.736,2.207,0.736,22.806,1.472,0
Negative_189,2.059,3.89,0.915,0.915,1.144,7.78,5.034,1.806,3.412,0.803,0.213,0.767,0.096,0.378,0.426,0.325,0.421,0.294,0.016,0.154,0.211,0.135,0.17,3.204,1.783,0.419,0.419,0.524,3.566,2.307,0
Positive_87,1.375,6.873,1.031,3.093,1.375,3.78,4.124,2.042,10.205,1.531,0.22,0.78,0.117,0.402,0.481,0.316,0.436,0.255,0.021,0.193,0.186,0.117,0.169,0.687,3.339,0.501,1.503,0.668,1.836,2.003,1
Positive_6,3.099,6.197,1.69,5.07,7.887,4.225,6.479,2.792,5.583,1.523,0.254,0.738,0.124,0.273,0.352,0.361,0.358,0.305,0.037,0.201,0.294,0.234,0.218,0.845,3.058,0.834,2.502,3.892,2.085,3.197,1
Positive_145,3.053,6.87,1.272,3.817,4.835,3.817,6.107,3.194,7.186,1.331,0.224,0.771,0.112,0.321,0.402,0.359,0.372,0.316,0.02,0.173,0.235,0.168,0.204,0.763,3.402,0.63,1.89,2.394,1.89,3.024,1
Negative_8,3.313,7.362,1.104,3.313,6.503,4.663,9.816,1.351,3.002,0.45,0.277,0.704,0.153,0.337,0.422,0.314,0.404,0.227,0.066,0.198,0.208,0.163,0.154,0.859,3.763,0.564,1.693,3.324,2.383,5.017,0
Positive_99,6.875,16.875,3.125,2.5,7.5,3.125,9.375,3.819,9.375,1.736,0.212,0.625,0.25,0.212,0.412,0.306,0.244,0.308,0.063,0.296,0.321,0.17,0.289,1.25,8.266,1.531,1.225,3.674,1.531,4.592,1
Positive_222,4.645,5.308,2.844,6.161,4.645,4.834,7.583,4.24,4.845,2.596,0.275,0.784,0.112,0.332,0.413,0.345,0.384,0.269,0.024,0.176,0.243,0.17,0.204,0.284,2.714,1.454,3.151,2.375,2.472,3.878,1
Negative_71,2.374,3.264,3.858,3.264,3.264,3.264,8.309,1.262,1.735,2.05,0.252,0.834,0.053,0.318,0.389,0.353,0.374,0.176,0.021,0.071,0.185,0.179,0.146,0.593,1.7,2.009,1.7,1.7,1.7,4.327,0
Positive_132,1.524,5.488,1.524,3.659,2.134,5.488,7.012,1.235,4.446,1.235,0.256,0.811,0.101,0.396,0.466,0.296,0.448,0.248,0.018,0.165,0.196,0.159,0.159,0.915,2.742,0.762,1.828,1.066,2.742,3.504,1
Negative_32,3.067,3.681,1.227,4.908,6.135,4.294,14.11,2.081,2.497,0.832,0.288,0.724,0.129,0.374,0.423,0.301,0.417,0.296,0.031,0.148,0.21,0.228,0.185,2.454,1.784,0.595,2.378,2.973,2.081,6.837,0
Positive_194,2.013,3.803,2.685,4.474,4.698,7.159,8.277,1.579,2.984,2.107,0.262,0.756,0.121,0.318,0.383,0.367,0.367,0.269,0.029,0.179,0.247,0.161,0.215,0.671,1.93,1.363,2.271,2.384,3.633,4.201,1
Negative_224,1.84,2.454,3.988,4.294,1.84,11.043,8.282,1.126,1.502,2.441,0.316,0.893,0.055,0.423,0.488,0.337,0.488,0.148,0.006,0.098,0.148,0.114,0.12,0.613,1.394,2.265,2.439,1.045,6.272,4.704,0
Positive_119,6.535,7.327,0.0,3.366,4.95,1.98,8.119,5.203,5.834,0.0,0.244,0.784,0.115,0.372,0.446,0.305,0.428,0.284,0.026,0.188,0.218,0.169,0.183,1.386,3.686,0.0,1.693,2.49,0.996,4.084,1
Positive_180,5.479,5.479,0.913,8.219,7.306,3.196,5.479,5.869,5.869,0.978,0.164,0.776,0.123,0.324,0.388,0.443,0.342,0.326,0.037,0.188,0.257,0.161,0.239,0.913,2.865,0.477,4.298,3.821,1.671,2.865,1
Negative_68,1.156,1.734,3.468,1.734,2.312,7.514,4.046,0.55,0.825,1.649,0.249,0.884,0.029,0.358,0.41,0.341,0.439,0.169,0.006,0.052,0.163,0.192,0.122,1.156,0.925,1.85,0.925,1.233,4.008,2.158,0
Positive_11,5.279,3.812,2.346,5.279,5.572,3.812,7.625,4.21,3.04,1.871,0.249,0.809,0.091,0.308,0.37,0.396,0.358,0.253,0.018,0.129,0.226,0.194,0.188,1.173,2.03,1.249,2.811,2.967,2.03,4.06,1
Negative_9,2.771,6.236,2.309,5.774,7.39,6.467,5.543,2.161,4.862,1.8,0.252,0.732,0.134,0.303,0.388,0.351,0.36,0.312,0.016,0.201,0.245,0.178,0.213,0.462,3.135,1.161,2.903,3.715,3.251,2.787,0
Positive_101,2.262,7.24,0.905,5.882,4.977,3.62,5.43,1.696,5.427,0.678,0.249,0.701,0.149,0.262,0.344,0.353,0.344,0.277,0.05,0.205,0.245,0.195,0.182,0.905,3.404,0.425,2.765,2.34,1.702,2.553,1
Positive_48,2.192,6.575,1.096,5.753,5.205,10.411,9.315,2.223,6.668,1.112,0.318,0.756,0.137,0.356,0.433,0.307,0.408,0.228,0.033,0.192,0.187,0.154,0.151,1.096,3.265,0.544,2.857,2.585,5.17,4.626,1
Positive_95,4.4,4.8,0.8,3.6,5.8,6.4,10.2,4.84,5.281,0.88,0.338,0.818,0.096,0.37,0.426,0.372,0.404,0.222,0.012,0.168,0.206,0.136,0.188,1.0,2.721,0.454,2.041,3.288,3.629,5.783,1
Positive_100,4.265,8.531,3.791,3.791,6.161,5.687,6.161,2.244,4.489,1.995,0.213,0.701,0.128,0.303,0.427,0.303,0.346,0.243,0.033,0.157,0.2,0.171,0.157,1.422,4.094,1.819,1.819,2.957,2.729,2.957,1
Positive_94,4.855,6.243,1.503,5.665,6.474,4.624,4.162,5.501,7.074,1.703,0.22,0.741,0.133,0.264,0.341,0.38,0.329,0.307,0.041,0.197,0.299,0.216,0.242,0.116,3.053,0.735,2.771,3.166,2.262,2.036,1
Negative_208,1.397,4.655,1.21,2.98,2.514,8.939,9.497,1.091,3.634,0.945,0.308,0.792,0.115,0.408,0.466,0.344,0.452,0.233,0.021,0.158,0.187,0.126,0.156,0.279,2.455,0.638,1.572,1.326,4.714,5.008,0
Negative_60,4.398,4.787,3.234,4.269,5.692,5.821,8.409,4.615,5.023,3.393,0.272,0.779,0.115,0.308,0.388,0.396,0.356,0.268,0.022,0.185,0.263,0.162,0.224,0.388,2.527,1.707,2.253,3.004,3.072,4.438,0
Positive_211,3.989,2.128,1.862,11.702,1.862,5.319,6.649,1.464,0.781,0.683,0.285,0.926,0.029,0.269,0.309,0.41,0.367,0.147,0.005,0.053,0.195,0.221,0.128,0.532,1.19,1.042,6.546,1.042,2.975,3.719,1
Positive_141,3.846,5.656,0.0,6.787,4.751,4.751,7.24,3.268,4.805,0.0,0.251,0.76,0.133,0.344,0.4,0.342,0.403,0.283,0.029,0.211,0.193,0.193,0.154,1.584,2.811,0.0,3.374,2.362,2.362,3.599,1
Negative_24,6.349,4.762,5.159,1.587,3.175,3.175,9.127,4.956,3.717,4.027,0.234,0.778,0.099,0.31,0.409,0.341,0.357,0.215,0.032,0.127,0.163,0.199,0.135,1.19,2.334,2.528,0.778,1.556,1.556,4.473,0
Negative_161,3.236,2.913,3.883,6.472,4.207,3.883,10.356,1.868,1.682,2.242,0.34,0.874,0.049,0.288,0.356,0.372,0.372,0.136,0.016,0.075,0.169,0.218,0.133,0.647,1.665,2.219,3.699,2.404,2.219,5.919,0
Positive_69,4.63,6.019,2.315,7.407,6.713,3.704,3.241,4.981,6.476,2.491,0.222,0.771,0.123,0.301,0.384,0.373,0.361,0.318,0.023,0.19,0.278,0.151,0.227,1.157,3.066,1.179,3.773,3.419,1.887,1.651,1
Negative_56,2.876,5.31,2.876,2.876,3.982,5.31,7.743,2.856,5.273,2.856,0.279,0.792,0.115,0.343,0.425,0.33,0.407,0.244,0.018,0.182,0.228,0.169,0.182,0.885,2.7,1.462,1.462,2.025,2.7,3.937,0
Positive_142,1.961,3.268,0.654,5.556,9.477,2.941,5.556,1.788,2.98,0.596,0.183,0.676,0.147,0.268,0.307,0.379,0.304,0.328,0.049,0.193,0.292,0.233,0.262,0.654,1.487,0.298,2.528,4.312,1.338,2.528,1
Negative_197,2.424,2.121,2.121,2.424,0.303,8.485,8.485,1.406,1.23,1.23,0.261,0.891,0.039,0.427,0.47,0.352,0.47,0.17,0.015,0.058,0.122,0.112,0.103,0.909,1.123,1.123,1.283,0.16,4.491,4.491,0
Negative_41,1.773,3.901,1.064,3.546,1.064,17.376,8.156,0.991,2.18,0.595,0.348,0.83,0.078,0.486,0.535,0.273,0.518,0.16,0.011,0.117,0.093,0.096,0.078,0.709,2.069,0.564,1.881,0.564,9.218,4.327,0
Positive_171,7.748,6.715,0.723,3.616,4.029,6.095,6.612,6.697,5.804,0.625,0.301,0.794,0.118,0.334,0.408,0.34,0.408,0.252,0.022,0.162,0.216,0.159,0.175,0.413,3.487,0.375,1.878,2.092,3.165,3.433,1
Negative_57,1.828,6.005,12.01,1.567,1.567,9.661,3.916,1.478,4.854,9.709,0.24,0.822,0.097,0.376,0.556,0.266,0.423,0.254,0.024,0.144,0.22,0.081,0.181,0.522,3.234,6.467,0.844,0.844,5.202,2.109,0
Positive_178,0.495,4.455,1.485,1.98,2.475,4.95,5.446,0.564,5.074,1.691,0.228,0.812,0.089,0.356,0.416,0.356,0.411,0.269,0.01,0.149,0.194,0.159,0.144,0.99,2.222,0.741,0.987,1.234,2.469,2.716,1
Positive_113,4.8,5.067,1.333,4.533,8.8,4.533,4.533,4.246,4.482,1.179,0.211,0.72,0.152,0.267,0.331,0.387,0.339,0.332,0.048,0.209,0.289,0.211,0.241,1.067,2.489,0.655,2.227,4.323,2.227,2.227,1
Positive_205,3.147,6.061,1.981,6.294,7.576,5.361,5.128,2.786,5.366,1.754,0.228,0.74,0.133,0.302,0.382,0.366,0.345,0.299,0.028,0.201,0.247,0.186,0.217,0.233,3.041,0.994,3.158,3.801,2.69,2.573,1
Negative_49,5.556,1.852,3.704,1.852,11.111,7.407,5.556,3.854,1.285,2.57,0.185,0.722,0.074,0.333,0.389,0.333,0.333,0.472,0.019,0.132,0.302,0.17,0.302,3.704,0.9,1.801,0.9,5.401,3.601,2.701,0
Positive_21,2.228,4.98,1.704,6.029,9.305,4.325,6.291,2.113,4.723,1.616,0.216,0.754,0.11,0.328,0.394,0.367,0.363,0.269,0.039,0.16,0.23,0.164,0.205,0.262,2.534,0.867,3.067,4.734,2.2,3.2,1
Positive_217,3.319,7.08,1.77,6.416,7.965,4.204,4.867,3.376,7.202,1.801,0.246,0.748,0.117,0.312,0.4,0.314,0.372,0.275,0.033,0.175,0.251,0.195,0.208,1.106,3.48,0.87,3.153,3.915,2.066,2.392,1
Positive_62,4.114,5.903,0.358,5.009,3.399,5.188,5.903,4.353,6.247,0.379,0.218,0.809,0.104,0.349,0.411,0.385,0.392,0.287,0.022,0.176,0.228,0.167,0.185,0.716,3.047,0.185,2.585,1.754,2.678,3.047,1
Negative_94,1.426,4.684,1.629,3.055,3.666,8.758,5.499,1.707,5.606,1.95,0.251,0.774,0.108,0.373,0.436,0.34,0.411,0.269,0.027,0.169,0.206,0.137,0.188,1.018,2.28,0.793,1.487,1.784,4.262,2.676,0
Negative_54,2.202,4.954,4.771,1.835,4.587,6.055,8.073,1.172,2.637,2.54,0.284,0.725,0.141,0.352,0.45,0.264,0.437,0.221,0.037,0.18,0.167,0.165,0.127,0.55,2.494,2.402,0.924,2.309,3.049,4.065,0
Negative_18,1.349,4.046,2.312,1.156,5.202,9.249,8.671,0.71,2.13,1.217,0.26,0.751,0.119,0.372,0.435,0.349,0.414,0.255,0.027,0.147,0.178,0.153,0.147,0.578,2.097,1.198,0.599,2.696,4.793,4.494,0
Positive_123,4.058,4.058,6.667,4.638,8.696,9.275,6.667,3.704,3.704,6.086,0.31,0.786,0.099,0.359,0.467,0.272,0.417,0.247,0.029,0.14,0.203,0.148,0.169,0.58,2.145,3.524,2.451,4.596,4.902,3.524,1
Negative_11,3.774,2.642,5.66,9.434,3.396,6.038,3.396,1.858,1.301,2.787,0.264,0.826,0.072,0.219,0.302,0.362,0.313,0.182,0.011,0.11,0.235,0.212,0.178,1.132,1.36,2.914,4.856,1.748,3.108,1.748,0
Negative_146,1.887,0.629,3.145,3.774,2.516,6.918,9.434,1.077,0.359,1.795,0.289,0.899,0.038,0.434,0.472,0.289,0.472,0.12,0.006,0.07,0.101,0.108,0.089,1.887,0.345,1.727,2.072,1.381,3.798,5.179,0
Negative_42,5.882,5.477,3.043,2.028,4.462,5.68,9.128,5.888,5.482,3.046,0.286,0.815,0.099,0.298,0.383,0.398,0.363,0.27,0.022,0.152,0.24,0.203,0.205,0.609,2.969,1.649,1.099,2.419,3.079,4.948,0
Positive_219,4.248,4.575,2.614,5.556,5.556,5.882,6.536,4.483,4.828,2.759,0.242,0.81,0.101,0.297,0.369,0.389,0.353,0.256,0.026,0.157,0.22,0.197,0.184,1.307,2.38,1.36,2.89,2.89,3.06,3.4,1
Positive_52,10.334,5.775,1.52,7.599,6.991,3.04,5.471,9.842,5.5,1.448,0.243,0.787,0.119,0.264,0.337,0.419,0.325,0.271,0.04,0.174,0.284,0.216,0.216,0.608,3.044,0.801,4.006,3.685,1.603,2.884,1
Negative_162,3.145,3.459,3.459,5.346,0.943,5.346,7.233,1.689,1.858,1.858,0.292,0.899,0.044,0.321,0.39,0.362,0.403,0.167,0.006,0.082,0.167,0.192,0.126,1.887,1.913,1.913,2.957,0.522,2.957,4.0,0
Negative_88,1.794,5.22,2.447,1.142,6.199,8.483,13.703,1.033,3.005,1.409,0.336,0.739,0.122,0.38,0.457,0.3,0.427,0.216,0.041,0.152,0.18,0.124,0.158,0.653,2.737,1.283,0.599,3.251,4.448,7.185,0
Negative_153,1.186,5.085,2.034,2.712,4.237,13.559,9.831,0.644,2.763,1.105,0.308,0.734,0.129,0.436,0.507,0.286,0.463,0.256,0.034,0.183,0.156,0.132,0.144,0.339,2.58,1.032,1.376,2.15,6.88,4.988,0
Positive_16,1.948,5.195,1.299,3.896,9.091,4.545,4.545,1.873,4.995,1.249,0.247,0.695,0.11,0.279,0.344,0.286,0.331,0.294,0.052,0.157,0.288,0.242,0.248,3.247,2.386,0.597,1.789,4.175,2.087,2.087,1
Positive_148,3.288,6.301,1.644,6.301,5.616,5.342,4.932,3.711,7.112,1.856,0.256,0.749,0.136,0.332,0.411,0.327,0.407,0.28,0.026,0.221,0.244,0.167,0.192,0.685,3.073,0.802,3.073,2.739,2.605,2.405,1
Negative_191,2.064,2.523,2.752,4.358,1.835,3.44,10.321,1.087,1.328,1.449,0.259,0.885,0.055,0.376,0.429,0.349,0.42,0.145,0.018,0.078,0.122,0.154,0.106,0.459,1.356,1.479,2.342,0.986,1.849,5.547,0
Positive_111,5.704,4.991,0.891,4.991,3.565,8.556,4.278,5.838,5.108,0.912,0.289,0.818,0.102,0.399,0.458,0.319,0.449,0.245,0.02,0.18,0.204,0.146,0.175,0.713,2.597,0.464,2.597,1.855,4.453,2.226,1
Negative_235,2.239,1.741,5.97,3.483,6.468,3.234,11.443,1.341,1.043,3.575,0.316,0.721,0.114,0.303,0.381,0.291,0.418,0.237,0.04,0.17,0.259,0.229,0.16,1.741,0.858,2.941,1.716,3.187,1.593,5.638,0
Positive_109,2.985,6.468,0.0,7.463,5.473,4.975,7.463,2.465,5.341,0.0,0.244,0.791,0.119,0.368,0.433,0.368,0.418,0.265,0.02,0.2,0.175,0.12,0.15,1.99,3.396,0.0,3.919,2.874,2.612,3.919,1
Positive_63,1.878,5.634,0.939,7.042,5.634,2.817,4.225,2.004,6.013,1.002,0.192,0.742,0.141,0.315,0.38,0.366,0.376,0.288,0.061,0.193,0.222,0.179,0.198,1.408,2.729,0.455,3.411,2.729,1.365,2.047,1
Positive_166,6.951,7.399,0.448,4.484,4.484,2.018,6.278,8.315,8.85,0.536,0.238,0.796,0.121,0.339,0.417,0.314,0.401,0.312,0.018,0.216,0.254,0.153,0.207,0.673,3.628,0.22,2.199,2.199,0.99,3.079,1
Negative_173,3.11,3.828,1.914,4.785,3.828,6.459,13.158,2.935,3.613,1.807,0.349,0.823,0.093,0.344,0.402,0.364,0.416,0.194,0.017,0.151,0.216,0.158,0.168,0.718,2.065,1.033,2.582,2.065,3.485,7.099,0
Negative_220,3.646,4.688,1.562,4.167,4.948,10.677,10.417,2.942,3.782,1.26,0.32,0.766,0.156,0.37,0.432,0.393,0.406,0.269,0.031,0.235,0.23,0.12,0.211,0.781,2.64,0.88,2.347,2.786,6.013,5.866,0
Negative_2,1.027,5.137,10.274,4.11,6.507,6.849,3.767,0.767,3.836,7.673,0.243,0.781,0.116,0.284,0.438,0.325,0.329,0.265,0.021,0.158,0.265,0.144,0.223,2.74,2.764,5.529,2.212,3.502,3.686,2.027,0
Negative_184,2.913,1.942,1.942,0.0,6.796,6.796,11.65,0.896,0.597,0.597,0.282,0.67,0.233,0.369,0.408,0.417,0.408,0.235,0.039,0.176,0.098,0.118,0.098,4.854,1.123,1.123,0.0,3.931,3.931,6.739,0
Positive_15,4.011,4.011,3.152,7.163,7.163,4.298,3.725,3.756,3.756,2.951,0.186,0.794,0.112,0.312,0.384,0.41,0.35,0.325,0.023,0.172,0.23,0.19,0.21,1.719,2.131,1.675,3.806,3.806,2.284,1.979,1
Positive_197,2.797,5.245,1.748,5.594,6.993,3.846,5.245,3.421,6.416,2.138,0.192,0.766,0.126,0.36,0.43,0.357,0.395,0.298,0.032,0.193,0.204,0.193,0.182,1.049,2.611,0.87,2.785,3.481,1.915,2.611,1
Positive_47,3.896,4.044,1.682,6.375,6.287,4.28,5.756,3.284,3.408,1.418,0.259,0.768,0.11,0.328,0.385,0.359,0.368,0.248,0.027,0.165,0.209,0.175,0.185,0.059,2.018,0.839,3.182,3.138,2.136,2.873,1
Positive_105,5.23,7.741,0.628,5.858,4.812,6.695,6.695,5.209,7.71,0.625,0.285,0.77,0.138,0.337,0.421,0.32,0.416,0.26,0.027,0.224,0.231,0.18,0.178,0.628,3.92,0.318,2.966,2.437,3.39,3.39,1
Positive_44,5.306,4.946,2.878,3.867,3.777,6.655,9.712,3.497,3.259,1.897,0.263,0.779,0.123,0.33,0.408,0.368,0.379,0.241,0.021,0.173,0.205,0.158,0.173,0.45,2.577,1.5,2.015,1.968,3.467,5.06,1
Positive_133,1.747,2.62,0.0,3.93,3.057,7.424,6.55,1.929,2.893,0.0,0.231,0.742,0.118,0.371,0.397,0.323,0.424,0.294,0.044,0.175,0.202,0.145,0.171,1.31,1.203,0.0,1.805,1.404,3.409,3.008,1
Positive_98,0.0,0.0,2.273,2.273,0.0,9.091,6.818,0.0,0.0,5.647,0.295,0.818,0.068,0.455,0.477,0.273,0.477,0.209,0.023,0.116,0.14,0.163,0.14,4.545,0.0,0.968,0.968,0.0,3.873,2.905,1
Negative_106,1.445,3.852,1.445,0.321,2.247,9.952,4.494,1.172,3.124,1.172,0.201,0.806,0.116,0.499,0.552,0.318,0.51,0.268,0.023,0.19,0.13,0.082,0.124,0.321,2.019,0.757,0.168,1.178,5.216,2.355,0
Negative_215,2.163,3.328,0.832,2.496,5.324,12.812,13.478,1.583,2.435,0.609,0.366,0.775,0.108,0.484,0.526,0.301,0.511,0.183,0.038,0.153,0.11,0.107,0.092,0.333,1.828,0.457,1.371,2.925,7.038,7.404,0
Positive_187,3.333,3.333,6.667,1.667,13.333,8.333,6.667,1.473,1.473,2.947,0.367,0.75,0.05,0.317,0.417,0.217,0.45,0.169,0.017,0.085,0.186,0.051,0.136,8.333,1.803,3.606,0.902,7.211,4.507,3.606,1
Negative_185,2.439,1.626,1.626,1.626,2.439,8.943,6.504,2.821,1.881,1.881,0.285,0.821,0.057,0.366,0.398,0.325,0.439,0.246,0.041,0.074,0.189,0.172,0.131,2.439,0.798,0.798,0.798,1.196,4.387,3.191,0
Positive_9,5.119,3.413,2.389,7.167,5.802,4.778,3.754,2.753,1.835,1.285,0.28,0.816,0.096,0.229,0.287,0.355,0.352,0.202,0.021,0.161,0.281,0.226,0.188,1.365,1.784,1.249,3.746,3.033,2.498,1.962,1
Positive_154,4.006,5.609,2.244,3.365,6.25,5.288,2.885,3.442,4.819,1.928,0.234,0.744,0.133,0.282,0.361,0.364,0.349,0.276,0.039,0.199,0.254,0.213,0.205,0.321,2.776,1.111,1.666,3.094,2.617,1.428,1
Negative_23,4.474,6.579,2.105,5.0,2.105,5.0,10.789,5.617,8.26,2.643,0.313,0.818,0.118,0.35,0.437,0.353,0.418,0.248,0.018,0.198,0.206,0.156,0.161,0.526,3.496,1.118,2.657,1.118,2.657,5.732,0
Positive_43,4.036,4.036,0.897,6.278,5.381,5.83,8.52,4.148,4.148,0.922,0.265,0.803,0.103,0.296,0.345,0.404,0.368,0.266,0.032,0.176,0.212,0.203,0.171,0.897,2.026,0.45,3.152,2.702,2.927,4.278,1
Positive_159,3.03,5.628,1.299,5.195,8.225,2.597,5.628,3.757,6.978,1.611,0.229,0.719,0.121,0.247,0.316,0.381,0.307,0.287,0.043,0.178,0.291,0.252,0.243,1.299,2.674,0.617,2.469,3.908,1.234,2.674,1
